BeverageName,Category,ABV,Description
10 Squared (10Â²),1,10,"The Mighty Fish Brewers first produced Ten Squared Anniversary Ale to celebrate Fish Brewing Companyâ€™s tenth anniversary. The ale was so good and the response to it so overwhelmingly positive that it has become the crown jewel of REEL ALEs. Ten different hops: Horizon, Chinook, Columbus, Willamette, Tradition, Northern Brewer, Santiam, Tettnanger, Cascade and Golding, in the order of their use -- give Ten Squared a unique hop character which has to be tasted to be believed. 

Even with 100 IBUs, this brew sports a strong malt backbone. Two-row Pale, Caramel 40, Caramel 75, Special B and Aromatic malts impart remarkable balance for such a hop monster. This is smooth ale with surprising similarities to ten year old malt whiskey. Produced for the holidays, 10 102 Anniversary Ale is usually available into late spring."
Samuel Adams Boston Lager,1,4.75,"Samuel Adams Boston LagerÂ® is the best example of the fundamental characteristics of a great beer, offering a full, rich flavor that is both balanced and complex. It is brewed using a decoction mash, a time consuming, traditional four vessel brewing process discarded by many contemporary brewers. This process brings forth a rich sweetness from the malt that makes it well worth the effort. Samuel Adams Boston LagerÂ® also uses only the finest of ingredients including two row barley, as well as German Noble aroma hops. The exclusive use of two row barley not only imparts a full, smooth body but also gives the beer a wide spectrum of malt flavor ranging from slightly sweet to caramel to slightly roasted. The Noble hops varieties, Hallertau Mittelfruh and Tettnang Tettnanger, add a wide range of floral, piney and citrus notes, which are present from the aroma, through the flavor, to the lingering smooth finish. We take great pride in the Noble hops used in our beers. They are hand selected by Jim Koch and our other brewers from the world's oldest hops growing area. Among the world's most expensive, they cost twenty times as much as other hops."
Samuel Adams Double Bock,1,8.8,"Intense and warming, a meal in a bottle.
One can not help but appreciate Samuel AdamsÂ® Double Bock's huge malt character. We use an enormous amount of malt, half a pound per bottle, to brew this intensely rich lager. Its deep brown-ruby color is all made in the kettle - no black malt is used, resulting in a rich sweetness that is free of the rough taste of burnt malt. All that remains is the velvet smooth flavor and mouthfeel of the two row malt. Samuel AdamsÂ® Double Bock's intense malt character is balanced with a subtle piney, citrus hop note from the German Noble hops.

Due to legal restrictions, Samuel AdamsÂ® Double Bock can not be sold in the states of Alabama, Arizona, Georgia, Iowa, Louisiana, Missouri, North Carolina, Ohio, South Carolina, Tennessee, and West Virginia."
Samuel Adams Summer Ale,1,5.2,"right and citrusy, brewed with mysterious grains of paradise.
Samuel Adams® Summer Ale is an American wheat ale. This summer seasonal uses malted wheat as well as lemon zest and grains of paradise, a rare pepper from Africa first used as a brewing spice in the 13th Century to create a crisp and spicy flavor and body. The ale fermentation imparts a background tropical fruit note reminiscent of mangos and peaches. All of these come together to create a quenching, clean finishing beer perfect for those warm Summer days"
Samuel Adams Boston Ale,1,4.94,"A smooth, refined version of a classic ale.
Samuel AdamsÂ® Boston Ale was first brewed to celebrate the opening of our Boston Brewery. Like Samuel Adams Boston LagerÂ®, it was an old family recipe that was rescued by Jim Koch from his father's attic. Samuel AdamsÂ® Boston Ale, a Stock Ale, has a complex, caramel malt character balanced with distinct spicy and herbal hop notes. Our proprietary ale yeast imparts a variety of fruit and ester notes in both the nose and flavor which are indicative of the style."
Samuel Adams Black Lager,1,4.9,"When one sees a beer with a darker complexion these days, more often than not it"
Samuel Adams Winter Lager,1,5.8,"Bold and rich, with a touch of holiday spice
The first thing one notices in a Samuel Adams® Winter Lager is its color: the deep brown of winter. Then comes the magical aroma which promises something special on the tongue. The warm aroma of cinnamon and ginger which blends with the roasty sweetness of the malted barley and hint of citrus from the orange peel. And after that first sip the promise is fulfilled. On the palate Samuel Adams® Winter Lager is rich and full bodied, robust and warming, a wonderful way to enjoy the cold evenings that come with this season."
AutumnFest,1,5.4,"AutumnFest is Weyerbacher's own unique twist on the German Oktoberfest style. Copper-amber in color, AutumnFest is made with Vienna and Munich malts for that authentic, Bavarian easy drinking taste.  Each sip imparts a wonderful roastiness of malt on the tongue followed by a smooth, consistent finish.  Wonderfully balanced with a clean, velvety, slightly fruity taste, AutumnFest is the perfect beer for the Fall- a nice transition between the lighter beers of summer and the darker, heavier winter brews. It's a favorite of many Weyerbacher aficionados, who anticipate the end of summer with this wonderful beer. 

   Weyerbacher AutumnFest ( ABV 5.4%) is generally available in stores August through December.  Pick up a case to celebrate the change of seasons. Prost!"
Black Hole,1,7,"Coming in at an ABV of 7.0%, Our Black Hole satisfies the transition from dark ale to stout. We think of this as slightly \Porter-ish\"" with a strong malt body and a very light hop finish. This is brewed year round and is available in Pennsylvania in the regular Variety Pack.  This will help the ale drinker among us maintain their own balance!"""
Blanche,1,5,"Clean, refreshing and perhaps just a bit tart, our brewers developed Weyerbacher Blanche just after their trip to Belgium during the winter of 2000.  Blanche, meaning \white\"""
Blasphemy,1,11.8,"First released in March 2007,  Blasphemy is our award winning QUAD aged in bourbon barrels.  But not overaged, so we've picked up gentle vanilla oaky notes which complement rather than supercede the complex qualities that already make QUAD such an incredible beer.  Expected to be an annual Spring seasonal, supplies are limited.  ABV is 11.8%."
Blithering Idiot,1,11.1,"At Weyerbacher, we prefer to brew things true to European style guidelines. Consequently our barley wine is  on the malty side, yet not  overly sweet. Notes of date or perhaps fig on the palate follow a pleasurably malty aroma to your taste buds. The finish is warm and fruity, and begs for the next sip.

Enjoy Blithering Idiot in a brandy snifter or wine glass, preferably in front of the fire, or accompanying a literary classic. This is the finest life has to offer and should be treated as such. Moments of reflection make all the toil worthwhile, and Blithering Idiot is for moments like these. Share it with your family over the holiday dinner. Lay a few down, aging only helps a barley wine develop more class. At 11.1 % ABV (alcohol by volume) this fine ale will keep for years. Our expected maximum shelf-life is 2 to 3 years. Although it might see a decade, beyond the 3rd year most barley-wines have a tendency to decrease in complexity, so don't wait too long"
Decadence,1,13,"Decadence is our Tenth Anniversay spiced amber ale.  This is a very limited production, brewed only once, to celebrate ten fantastic years in business.  This ale weighs in at 13% ABV and is a fantastic sipper, especially after dinner or consider paring it with a good book on a cool fall evening.  Decadence is brewed with honey, cardamom spice and gentian (a rare botanical!)  This ale is very unique and will develop finer character when aged at cellar temperatures."
Oatmeal Stout,1,5.5,Pours a very deep black with a pleasant aroma and a thick brown head.  It has the usual coffee taste you would expect with a hint of chocolate.  There is quite a lot of carbonation but is very drinkable.
Double Simcoe IPA,1,9,"Double Simcoe IPA, 9.0% abv, is our incredible reward for Hopheads seeking over the top flavor in a Double IPA, without the harshness. Brewed  with Simcoe hops, developed and trademarked by Select Botanicals Group, LLC, in the year 2000. This hybrid hops was created to allow maximum aromatic oils, along with low cohumulone(harshness) levels, so that brewers can really load up a lot of 'em in a beer and not have any harshness. The piney, citrusy notes are all here, and in a very clean (non-harsh) way, as well as having an aroma with impact. Introduced by Weyerbacher in 2005 originally as a seasonal, this brew has garnered numbers so high on Beer Advocate, and been in such high demand by consumers,  we decided to add it to our year-round line-up in March 2007. Check it out, and you'll soon see why everyone's talking about it."
Eleven,1,11.7,"Our Eleventh anniversy ale, released in July 2006 only is a Triple IPA made exclusively with Phoenix hops. 11.7% abv make this Triple IPA powerful, but the Phoenix hops keep it smooth.  Phoenix is another one of those hops with low cohumulone levels, which means  when used in very large quantities (as we do in Eleven) the hops flavor is very smooth, not a hint of harshness for the enormous amounts of hops in the brew.  As with all of our Anniversay ales, this one will age fantastically and will never be made again, as each anniversary is an entirely different brew."
